0,0,0
1,0.023297491,11.1
1.25,0.025806452,13.875
1.5,0.029749104,16.65
1.75,0.032258065,19.425
2,0.039784946,22.2
2.25,0.044086022,24.975
2.5,0.05125448,27.75
2.75,0.055913978,30.525
3,0.059498208,33.3
