179.08	1200.52
179.29	1200.52
179.50	1200.52
179.72	1186.80
179.93	1206.46
180.15	2525.76
180.36	2106.34
180.58	3462.91
180.79	3348.84
181.00	1965.03
181.22	2017.25
181.43	3364.20
181.65	3600.12
181.86	2227.37
182.08	1776.41
182.29	3616.92
182.50	3198.72
182.72	1884.13
182.93	2345.74
183.15	3302.35
183.36	3564.28
183.57	1840.71
183.79	2137.46
184.00	3192.58
184.22	3409.05
184.43	2019.09
184.65	2205.66
184.86	3206.30
185.07	3215.52
185.29	1794.84
185.50	1953.15
185.72	3447.96
185.93	3382.43
186.14	1981.20
186.36	1952.94
186.57	3029.76
186.79	3922.88
187.00	2073.36
187.21	2177.20
187.43	3581.28
187.64	3304.81
187.86	1971.99
188.07	2328.13
188.28	3108.61
188.50	3701.70
188.71	2314.00
188.93	1979.16
189.14	2955.63
189.35	2846.27
189.57	1990.83
189.78	2010.70
190.00	3067.86
190.21	3298.87
190.42	1916.28
190.64	1819.01
190.85	3309.72
191.07	3506.94
191.28	1890.89
191.49	2169.41
191.71	3261.19
191.92	3392.67
192.14	1832.32
192.35	2264.23
192.56	3264.67
192.78	3464.55
192.99	1962.77
193.20	2288.40
193.42	3464.96
193.63	3446.12
193.85	2237.20
194.06	1948.03
194.27	2936.58
194.49	3710.51
194.70	2126.20
194.91	1932.26
195.13	3082.60
195.34	3097.14
195.56	2006.19
195.77	2107.56
195.98	3428.30
196.20	3327.95
196.41	2018.48
196.62	2131.32
196.84	2915.49
197.05	3269.58
197.27	1899.29
197.48	2083.81
197.69	2806.95
197.91	3014.81
198.12	1981.00
198.33	1710.46
198.55	3872.91
198.76	3531.93
198.97	1879.22
199.19	1985.51
199.40	2977.13
199.61	3490.15
199.83	1959.91
200.04	1880.85
200.26	3087.31
200.47	3612.41
200.68	1936.15
200.90	1919.77
201.11	3441.61
201.32	3553.43
201.54	1754.70
201.75	2024.01
201.96	2846.27
202.18	2944.36
202.39	2229.21
202.60	1942.70
202.82	2728.71
203.03	3211.22
203.24	2102.85
203.46	2231.67
203.67	3169.44
203.88	3505.10
204.10	1976.09
204.31	1900.31
204.52	3434.24
204.74	3473.15
204.95	2059.23
205.16	2112.48
205.38	3411.30
205.59	3676.31
205.80	1970.35
206.02	1844.81
206.23	3846.09
206.44	3166.36
206.66	2062.10
206.87	1962.16
207.08	3082.81
207.30	3758.02
207.51	2132.14
207.72	2242.32
207.94	3282.69
208.15	3523.33
208.36	2104.29
208.58	2062.51
208.79	3291.70
209.00	3533.16
209.22	2038.96
