179.08	1191.71
179.29	1191.71
179.50	1191.71
179.72	1188.64
179.93	1203.59
180.15	2526.17
180.36	2068.45
180.58	3483.80
180.79	3337.98
181.00	2001.48
181.22	2015.20
181.43	3359.69
181.65	3580.87
181.86	2217.13
182.08	1790.13
182.29	3618.35
182.50	3194.22
182.72	1880.65
182.93	2347.38
183.15	3321.60
183.36	3588.45
183.57	1799.14
183.79	2153.23
184.00	3186.02
184.22	3392.26
184.43	2001.68
184.65	2197.27
184.86	3194.01
185.07	3207.12
185.29	1772.52
185.50	1951.92
185.72	3417.45
185.93	3376.69
186.14	1981.20
186.36	1953.15
186.57	3025.46
186.79	3894.42
187.00	2085.45
187.21	2197.88
187.43	3607.29
187.64	3325.90
187.86	1974.24
188.07	2345.33
188.28	3120.90
188.50	3700.88
188.71	2288.40
188.93	1972.40
189.14	2971.19
189.35	2841.56
189.57	1976.90
189.78	2011.31
190.00	3072.36
190.21	3299.69
190.42	1925.09
190.64	1818.19
190.85	3295.59
191.07	3514.11
191.28	1911.16
191.49	2160.81
191.71	3241.32
191.92	3371.16
192.14	1847.68
192.35	2264.44
192.56	3292.11
192.78	3469.05
192.99	1959.50
193.20	2287.17
193.42	3430.14
193.63	3478.47
193.85	2239.86
194.06	1918.74
194.27	2947.44
194.49	3693.51
194.70	2158.35
194.91	1937.99
195.13	3067.24
195.34	3133.60
195.56	1979.77
195.77	2085.45
195.98	3469.26
196.20	3274.09
196.41	2020.73
196.62	2102.85
196.84	2898.69
197.05	3255.04
197.27	1897.65
197.48	2085.45
197.69	2826.61
197.91	3016.86
198.12	2006.39
198.33	1716.61
198.55	3898.72
198.76	3510.42
198.97	1881.26
199.19	1978.95
199.40	3005.60
199.61	3467.01
199.83	1974.04
200.04	1881.06
200.26	3076.05
200.47	3610.98
200.68	1937.17
200.90	1916.90
201.11	3426.46
201.32	3573.30
201.54	1763.30
201.75	2002.30
201.96	2836.23
202.18	2929.62
202.39	2228.60
202.60	1965.03
202.82	2735.27
203.03	3218.18
203.24	2104.70
203.46	2260.34
203.67	3140.97
203.88	3464.75
204.10	1986.73
204.31	1900.31
204.52	3412.12
204.74	3434.85
204.95	2032.40
205.16	2127.63
205.38	3426.25
205.59	3673.03
205.80	1957.86
206.02	1844.20
206.23	3856.33
206.44	3161.24
206.66	2036.91
206.87	1956.01
207.08	3098.99
207.30	3738.57
207.51	2122.31
207.72	2266.08
207.94	3272.45
208.15	3495.47
208.36	2109.00
208.58	2059.03
208.79	3286.38
209.00	3507.56
209.22	2028.92
209.43	2004.76
209.64	3188.28
209.86	3080.76
210.07	2078.28
210.28	1876.35
210.50	3192.58
210.71	3677.54
210.92	1992.26
211.13	1961.34
211.35	2742.03
211.56	3325.70
211.77	2153.85
211.99	1912.60
212.20	3010.51
212.41	3034.07
212.63	1857.10
212.84	2049.40
213.05	3719.93
213.27	3529.47
213.48	1904.61
213.69	2058.82
213.90	2402.88
214.12	3277.16
214.33	1867.13
214.54	2143.81
214.76	2905.04
214.97	3525.17
215.18	1819.01
215.40	2586.38
215.61	3402.50
215.82	3419.29
216.03	1844.61
216.25	2017.45
216.46	2845.45
216.67	3653.37
216.89	1868.16
217.10	1889.46
217.31	2890.50
217.52	3217.15
217.74	1961.34
217.95	2022.78
218.16	2884.36
218.38	3584.76
218.59	1844.81
218.80	1994.52
219.01	3138.31
219.23	3565.10
219.44	1857.30
219.65	1998.82
219.87	2544.19
220.08	3346.38
220.29	1895.40
220.50	2123.54
220.72	3446.32
220.93	3203.84
221.14	1958.27
221.35	2097.73
221.57	2925.32
221.78	3652.76
221.99	1957.86
222.21	1851.77
222.42	3044.72
222.63	3528.45
222.84	1932.26
223.06	2133.16
223.27	3244.19
223.48	4151.44
223.69	1792.79
223.91	2098.35
224.12	3123.77
224.33	3604.22
224.54	2212.63
224.76	2020.12
224.97	3179.06
225.18	3367.07
225.39	2071.11
225.61	2011.51
225.82	3218.59
226.03	3695.15
226.24	1849.32
226.46	2270.99
226.67	2523.10
226.88	3325.08
227.09	2150.98
227.31	2075.62
227.52	3272.24
227.73	3453.08
227.94	2009.06
228.16	2037.93
228.37	3034.07
