-0.0101847,-7.2
-0.0101647,-7.6
-0.0101447,-8
-0.0101247,-7.2
-0.0101047,-7.6
-0.0100847,-7.6
-0.0100647,-8
-0.0100447,-8
-0.0100247,-8
-0.0100047,-8
-0.00998474,-8
-0.00996474,-7.6
-0.00994474,-6.8
-0.00992474,-7.2
-0.00990474,-7.2
-0.00988474,-6.8
-0.00986474,-7.2
-0.00984474,-7.6
-0.00982474,-7.2
-0.00980474,-7.2
-0.00978474,-7.6
-0.00976474,-7.2
-0.00974474,-8
-0.00972474,-7.6
-0.00970474,-7.6
-0.00968474,-7.6
-0.00966474,-7.2
-0.00964474,-7.2
-0.00962474,-6
-0.00960474,-6.8
-0.00958474,-6.8
-0.00956474,-6.8
-0.00954474,-7.2
-0.00952474,-7.2
-0.00950474,-7.2
-0.00948474,-7.6
-0.00946474,-7.2
-0.00944474,-7.6
-0.00942474,-7.6
-0.00940474,-7.6
-0.00938474,-7.6
-0.00936474,-6.8
-0.00934474,-6.8
-0.00932474,-6
-0.00930474,-6.4
-0.00928474,-6.4
-0.00926474,-6.8
-0.00924474,-7.2
-0.00922474,-7.2
-0.00920474,-7.2
-0.00918474,-7.2
-0.00916474,-7.6
-0.00914474,-7.2
-0.00912474,-7.2
-0.00910474,-6.8
-0.00908474,-6
-0.00906474,-6.4
-0.00904474,-6
-0.00902474,-6
-0.00900474,-6.4
-0.00898474,-6.4
-0.00896474,-6.4
-0.00894474,-6.8
-0.00892474,-6.8
-0.00890474,-6.8
-0.00888474,-6.8
-0.00886474,-7.2
-0.00884474,-6.8
-0.00882474,-6
-0.00880474,-6
-0.00878474,-6
-0.00876474,-6
-0.00874474,-6
-0.00872474,-6.4
-0.00870474,-6.4
-0.00868474,-6.8
-0.00866474,-6.8
-0.00864474,-6.4
-0.00862474,-6.8
-0.00860474,-6.8
-0.00858474,-6.4
-0.00856474,-6.4
-0.00854474,-6
-0.00852474,-5.6
-0.00850474,-6
-0.00848474,-5.6
-0.00846474,-6
-0.00844474,-6
-0.00842474,-6
-0.00840474,-6.4
-0.00838474,-6.4
-0.00836474,-6.4
-0.00834474,-6.4
-0.00832474,-6
-0.00830474,-6
-0.00828474,-5.6
-0.00826474,-5.6
-0.00824474,-5.6
-0.00822474,-5.6
-0.00820474,-6
-0.00818474,-5.6
-0.00816474,-6
-0.00814474,-6
-0.00812474,-6.4
-0.00810474,-6.4
-0.00808474,-6
-0.00806474,-5.6
-0.00804474,-5.6
-0.00802474,-5.6
-0.00800474,-5.6
-0.00798474,-5.2
-0.00796474,-6
-0.00794474,-5.6
-0.00792474,-6
-0.00790474,-6
-0.00788474,-6
-0.00786474,-6
-0.00784474,-6
-0.00782474,-6
-0.00780474,-5.6
-0.00778474,-5.6
-0.00776474,-5.6
-0.00774474,-5.6
-0.00772474,-5.6
-0.00770474,-5.6
-0.00768474,-6
-0.00766474,-6
-0.00764474,-6
-0.00762474,-6
-0.00760474,-6
-0.00758474,-6
-0.00756474,-5.6
-0.00754474,-5.6
-0.00752474,-5.2
-0.00750474,-5.6
-0.00748474,-5.2
-0.00746474,-5.6
-0.00744474,-5.6
-0.00742474,-6
-0.00740474,-6
-0.00738474,-6
-0.00736474,-6
-0.00734474,-5.6
-0.00732474,-5.6
-0.00730474,-5.6
-0.00728474,-5.6
-0.00726474,-5.2
-0.00724474,-4.8
-0.00722474,-5.2
-0.00720474,-5.6
-0.00718474,-5.6
-0.00716474,-5.6
-0.00714474,-5.6
-0.00712474,-5.6
-0.00710474,-5.6
-0.00708474,-5.2
-0.00706474,-5.2
-0.00704474,-4.8
-0.00702474,-4.8
-0.00700474,-4.8
-0.00698474,-5.2
-0.00696474,-5.2
-0.00694474,-5.2
-0.00692474,-5.2
-0.00690474,-5.6
-0.00688474,-5.6
-0.00686474,-5.6
-0.00684474,-5.6
-0.00682474,-5.6
-0.00680474,-4.8
-0.00678474,-4.8
-0.00676474,-5.6
-0.00674474,-5.6
-0.00672474,-6
-0.00670474,-6
-0.00668474,-5.6
-0.00666474,-5.6
-0.00664474,-5.6
-0.00662474,-5.6
-0.00660474,-6
-0.00658474,-6
-0.00656474,-5.6
-0.00654474,-5.6
-0.00652474,-5.2
-0.00650474,-5.6
-0.00648474,-5.2
-0.00646474,-6
-0.00644474,-6
-0.00642474,-6
-0.00640474,-6
-0.00638474,-6
-0.00636474,-6
-0.00634474,-6
-0.00632474,-6
-0.00630474,-6
-0.00628474,-6
-0.00626474,-6
-0.00624474,-6
-0.00622474,-5.6
-0.00620474,-5.6
-0.00618474,-5.6
-0.00616474,-5.6
-0.00614474,-6
-0.00612474,-6
-0.00610474,-6.4
-0.00608474,-6
-0.00606474,-6
-0.00604474,-6
-0.00602474,-6
-0.00600474,-6
-0.00598474,-6
-0.00596474,-6
-0.00594474,-6
-0.00592474,-6
-0.00590474,-6
-0.00588474,-5.6
-0.00586474,-6
-0.00584474,-6
-0.00582474,-6
-0.00580474,-6.4
-0.00578474,-6.4
-0.00576474,-6.4
-0.00574474,-6
-0.00572474,-6
-0.00570474,-6
-0.00568474,-6
-0.00566474,-5.6
-0.00564474,-5.6
-0.00562474,-5.6
-0.00560474,-6
-0.00558474,-6
-0.00556474,-6
-0.00554474,-6.8
-0.00552474,-6.4
-0.00550474,-6.4
-0.00548474,-6.4
-0.00546474,-6.4
-0.00544474,-6
-0.00542474,-6
-0.00540474,-5.6
-0.00538474,-6
-0.00536474,-5.6
-0.00534474,-5.6
-0.00532474,-6
-0.00530474,-6.4
-0.00528474,-6.4
-0.00526474,-6.4
-0.00524474,-6.4
-0.00522474,-6.4
-0.00520474,-6.4
-0.00518474,-6
-0.00516474,-5.6
-0.00514474,-5.6
-0.00512474,-5.6
-0.00510474,-6
-0.00508474,-6
-0.00506474,-6.4
-0.00504474,-6
-0.00502474,-6.4
-0.00500474,-6.8
-0.00498474,-7.2
-0.00496474,-6.8
-0.00494474,-6.4
-0.00492474,-6.4
-0.00490474,-6.4
-0.00488474,-6
-0.00486474,-6.4
-0.00484474,-6.4
-0.00482474,-6
-0.00480474,-6.4
-0.00478474,-6.8
-0.00476474,-7.2
-0.00474474,-6.8
-0.00472474,-7.2
-0.00470474,-7.2
-0.00468474,-6.8
-0.00466474,-6.8
-0.00464474,-6.4
-0.00462474,-6.4
-0.00460474,-6
-0.00458474,-6
-0.00456474,-6.8
-0.00454474,-6.8
-0.00452474,-7.6
-0.00450474,-7.6
-0.00448474,-7.6
-0.00446474,-7.6
-0.00444474,-7.6
